77 vocabcat records written
ambil, vrb, oov, air
merusak, vrb, oov, pel
merusak, vrb, oov, pensil
merusak, vrb, oov, penumpang
merusak, vrb, oov, pipa
merusak, vrb, oov, pisau
merusak, vrb, oov, pos
merusak, vrb, oov, roti
merusak, vrb, oov, sabun
merusak, vrb, oov, sapu
merusak, vrb, oov, sepeda
merusak, vrb, oov, susu
merusak, vrb, oov, taksi
merusak, vrb, oov, tas
merusak, vrb, oov, uang
minjam, vrb, oov, air
minjam, vrb, oov, anjing
minjam, vrb, oov, arti
minjam, vrb, oov, batu
minjam, vrb, oov, bensin
minjam, vrb, oov, bom
minjam, vrb, oov, cat
minjam, vrb, oov, cek
minjam, vrb, oov, cermin
minjam, vrb, oov, daging
minjam, vrb, oov, dompet
minjam, vrb, oov, gamelan
minjam, vrb, oov, gelas
minjam, vrb, oov, gunting
minjam, vrb, oov, hewan
minjam, vrb, oov, jam
minjam, vrb, oov, jawab
minjam, vrb, oov, jualan
minjam, vrb, oov, kaca
minjam, vrb, oov, kah
minjam, vrb, oov, kain
minjam, vrb, oov, kalendar
minjam, vrb, oov, kayu
minjam, vrb, oov, kentang
minjam, vrb, oov, keranjang
minjam, vrb, oov, kertas
minjam, vrb, oov, komputer
minjam, vrb, oov, kopi
minjam, vrb, oov, kotak
minjam, vrb, oov, kucing
minjam, vrb, oov, kuda
minjam, vrb, oov, kunci
minjam, vrb, oov, kursi
minjam, vrb, oov, lampu
minjam, vrb, oov, mangga
minjam, vrb, oov, masakan
minjam, vrb, oov, meja
minjam, vrb, oov, mobil
minjam, vrb, oov, motor
minjam, vrb, oov, nyewa
minjam, vrb, oov, papan
minjam, vrb, oov, pel
minjam, vrb, oov, pensil
minjam, vrb, oov, penumpang
minjam, vrb, oov, pipa
minjam, vrb, oov, pisau
minjam, vrb, oov, pos
minjam, vrb, oov, roti
minjam, vrb, oov, sabun
minjam, vrb, oov, sapu
minjam, vrb, oov, sepeda
minjam, vrb, oov, susu
minjam, vrb, oov, taksi
minjam, vrb, oov, tas
minjam, vrb, oov, uang
meminjam, vrb, oov, air
meminjam, vrb, oov, anjing
meminjam, vrb, oov, arti
meminjam, vrb, oov, batu
meminjam, vrb, oov, bensin
meminjam, vrb, oov, bom
meminjam, vrb, oov, cat
meminjam, vrb, oov, cek
meminjam, vrb, oov, cermin
meminjam, vrb, oov, daging
meminjam, vrb, oov, dompet
meminjam, vrb, oov, gamelan
meminjam, vrb, oov, gelas
meminjam, vrb, oov, gunting
meminjam, vrb, oov, hewan
meminjam, vrb, oov, jam
meminjam, vrb, oov, jawab
meminjam, vrb, oov, jualan
meminjam, vrb, oov, kaca
meminjam, vrb, oov, kah
meminjam, vrb, oov, kain
meminjam, vrb, oov, kalendar
meminjam, vrb, oov, kayu
meminjam, vrb, oov, kentang
meminjam, vrb, oov, keranjang
meminjam, vrb, oov, kertas
meminjam, vrb, oov, komputer
meminjam, vrb, oov, kopi
meminjam, vrb, oov, kotak
meminjam, vrb, oov, kucing
meminjam, vrb, oov, kuda
meminjam, vrb, oov, kunci
meminjam, vrb, oov, kursi
meminjam, vrb, oov, lampu
meminjam, vrb, oov, mangga
meminjam, vrb, oov, masakan
meminjam, vrb, oov, meja
meminjam, vrb, oov, mobil
meminjam, vrb, oov, motor
meminjam, vrb, oov, nyewa
meminjam, vrb, oov, papan
meminjam, vrb, oov, pel
meminjam, vrb, oov, pensil
meminjam, vrb, oov, penumpang
meminjam, vrb, oov, pipa
meminjam, vrb, oov, pisau
meminjam, vrb, oov, pos
meminjam, vrb, oov, roti
meminjam, vrb, oov, sabun
meminjam, vrb, oov, sapu
meminjam, vrb, oov, sepeda
meminjam, vrb, oov, susu
meminjam, vrb, oov, taksi
meminjam, vrb, oov, tas
meminjam, vrb, oov, uang
minta, vrb, oov, tanya
meminta, vrb, oov, tanya
minum, vrb, oov, air
minum, vrb, oov, susu
minum, vrb, oov, teh
motong, vrb, oov, kain
motong, vrb, oov, kayu
motong, vrb, oov, pohon
motong, vrb, oov, mentega
motong, vrb, oov, batu
motong, vrb, oov, belanja
motong, vrb, oov, daging
motong, vrb, oov, gelas
motong, vrb, oov, kaca
motong, vrb, oov, kentang
motong, vrb, oov, pipa
motong, vrb, oov, roti
motong, vrb, oov, alpukat
motong, vrb, oov, nangka
memotong, vrb, oov, kain
memotong, vrb, oov, kayu
memotong, vrb, oov, pohon
memotong, vrb, oov, mentega
memotong, vrb, oov, batu
memotong, vrb, oov, belanja
memotong, vrb, oov, daging
memotong, vrb, oov, gelas
memotong, vrb, oov, kaca
memotong, vrb, oov, kentang
memotong, vrb, oov, pipa
memotong, vrb, oov, roti
memotong, vrb, oov, alpukat
memotong, vrb, oov, nangka
mulai, vrb, oov, pelajaran
mulai, vrb, oov, proyek
mulai, vrb, oov, makanan
mulai, vrb, oov, pekerjaan
mulai, vrb, oov, hujan
memulai, vrb, oov, pelajaran
memulai, vrb, oov, proyek
memulai, vrb, oov, makanan
memulai, vrb, oov, pekerjaan
memulai, vrb, oov, hujan
nyimpan, vrb, oov, air
nyimpan, vrb, oov, anjing
nyimpan, vrb, oov, arti
nyimpan, vrb, oov, batu
nyimpan, vrb, oov, bensin
nyimpan, vrb, oov, bom
nyimpan, vrb, oov, cat
nyimpan, vrb, oov, cek
nyimpan, vrb, oov, cermin
nyimpan, vrb, oov, daging
nyimpan, vrb, oov, dompet
nyimpan, vrb, oov, gamelan
nyimpan, vrb, oov, gelas
nyimpan, vrb, oov, gunting
nyimpan, vrb, oov, hewan
nyimpan, vrb, oov, jam
nyimpan, vrb, oov, jawab
nyimpan, vrb, oov, jualan
nyimpan, vrb, oov, kaca
nyimpan, vrb, oov, kah
nyimpan, vrb, oov, kain
nyimpan, vrb, oov, kalendar
nyimpan, vrb, oov, kayu
nyimpan, vrb, oov, kentang
nyimpan, vrb, oov, keranjang
nyimpan, vrb, oov, kertas
nyimpan, vrb, oov, komputer
nyimpan, vrb, oov, kopi
nyimpan, vrb, oov, kotak
nyimpan, vrb, oov, kucing
nyimpan, vrb, oov, kuda
nyimpan, vrb, oov, kunci
nyimpan, vrb, oov, kursi
nyimpan, vrb, oov, lampu
nyimpan, vrb, oov, mangga
nyimpan, vrb, oov, masakan
nyimpan, vrb, oov, meja
nyimpan, vrb, oov, mobil
nyimpan, vrb, oov, motor
nyimpan, vrb, oov, nyewa
nyimpan, vrb, oov, papan
nyimpan, vrb, oov, pel
nyimpan, vrb, oov, pensil
nyimpan, vrb, oov, penumpang
nyimpan, vrb, oov, pipa
nyimpan, vrb, oov, pisau
nyimpan, vrb, oov, pos
nyimpan, vrb, oov, roti
nyimpan, vrb, oov, sabun
nyimpan, vrb, oov, sapu
nyimpan, vrb, oov, sepeda
nyimpan, vrb, oov, susu
nyimpan, vrb, oov, taksi
nyimpan, vrb, oov, tas
nyimpan, vrb, oov, uang
perlu, vrb, oov, air
perlu, vrb, oov, anjing
perlu, vrb, oov, arti
perlu, vrb, oov, batu
perlu, vrb, oov, bensin
perlu, vrb, oov, bom
perlu, vrb, oov, cat
perlu, vrb, oov, cek
perlu, vrb, oov, cermin
perlu, vrb, oov, daging
perlu, vrb, oov, dompet
perlu, vrb, oov, gamelan
perlu, vrb, oov, gelas
perlu, vrb, oov, gunting
perlu, vrb, oov, hewan
perlu, vrb, oov, jam
perlu, vrb, oov, jawab
perlu, vrb, oov, jualan
perlu, vrb, oov, kaca
perlu, vrb, oov, kah
perlu, vrb, oov, kain
perlu, vrb, oov, kalendar
perlu, vrb, oov, kayu
perlu, vrb, oov, kentang
perlu, vrb, oov, keranjang
perlu, vrb, oov, kertas
perlu, vrb, oov, komputer
perlu, vrb, oov, kopi
perlu, vrb, oov, kotak
perlu, vrb, oov, kucing
perlu, vrb, oov, kuda
perlu, vrb, oov, kunci
perlu, vrb, oov, kursi
perlu, vrb, oov, lampu
perlu, vrb, oov, mangga
perlu, vrb, oov, masakan
perlu, vrb, oov, meja
perlu, vrb, oov, mobil
perlu, vrb, oov, motor
perlu, vrb, oov, nyewa
perlu, vrb, oov, papan
perlu, vrb, oov, pel
perlu, vrb, oov, pensil
perlu, vrb, oov, penumpang
perlu, vrb, oov, pipa
perlu, vrb, oov, pisau
perlu, vrb, oov, pos
perlu, vrb, oov, roti
perlu, vrb, oov, sabun
perlu, vrb, oov, sapu
perlu, vrb, oov, sepeda
perlu, vrb, oov, susu
perlu, vrb, oov, taksi
perlu, vrb, oov, tas
perlu, vrb, oov, uang
perlu, vrb, oov, laki-laki
perlu, vrb, oov, perempuan
perlu, vrb, oov, dia
perlu, vrb, oov, kita
perlu, vrb, oov, mereka
perlu, vrb, oov, saya
perlu, vrb, oov, Anda
perlu, vrb, oov, abang
perlu, vrb, oov, adik
perlu, vrb, oov, anak
perlu, vrb, oov, anak laki-laki
perlu, vrb, oov, anak perempuan
perlu, vrb, oov, ayah
perlu, vrb, oov, bapak
perlu, vrb, oov, ibu
perlu, vrb, oov, kakak
perlu, vrb, oov, pacar
perlu, vrb, oov, ahli bedah
perlu, vrb, oov, akuntan
perlu, vrb, oov, arsitek
perlu, vrb, oov, asisten penjualan
perlu, vrb, oov, dokter
perlu, vrb, oov, dokter gigi
perlu, vrb, oov, dokter hewan
perlu, vrb, oov, guru
perlu, vrb, oov, guru
perlu, vrb, oov, hakim
perlu, vrb, oov, kasir
perlu, vrb, oov, koki
perlu, vrb, oov, makelar
perlu, vrb, oov, montir
perlu, vrb, oov, pelayan
perlu, vrb, oov, pemadam kebakaran
perlu, vrb, oov, pembantu
perlu, vrb, oov, pemotret
perlu, vrb, oov, peneliti
perlu, vrb, oov, pengacara
perlu, vrb, oov, penjahit
perlu, vrb, oov, penjual ikan
perlu, vrb, oov, perawat
perlu, vrb, oov, perias rambut
perlu, vrb, oov, polisi
perlu, vrb, oov, pramugari
perlu, vrb, oov, resepsionis
perlu, vrb, oov, sekretaris
perlu, vrb, oov, teknisi komputer
perlu, vrb, oov, tukang
perlu, vrb, oov, tukang bangunan
perlu, vrb, oov, tukang cat
perlu, vrb, oov, tukang daging
perlu, vrb, oov, tukang kayu
perlu, vrb, oov, tukang las
perlu, vrb, oov, tukang optic
perlu, vrb, oov, tukang pangkas
perlu, vrb, oov, tukang pipa
perlu, vrb, oov, tukang pos
perlu, vrb, oov, tukang roti
perlu, vrb, oov, tukang sapu
perlu, vrb, oov, wartawan
perlu, vrb, oov, murid
perlu, vrb, oov, pelayan
perlu, vrb, oov, pembantu
perlu, vrb, oov, polisi
perlu, vrb, oov, supir
perlu, vrb, oov, tukang
perlu, vrb, oov, Gede
perlu, vrb, oov, Kadek
perlu, vrb, oov, Ketut
perlu, vrb, oov, Komang
perlu, vrb, oov, Made
perlu, vrb, oov, Mang
perlu, vrb, oov, Nengah
perlu, vrb, oov, Ni Luh
perlu, vrb, oov, Nyoman
perlu, vrb, oov, Putu
perlu, vrb, oov, Tut
perlu, vrb, oov, Wayan
punya, vrb, oov, air
punya, vrb, oov, anjing
punya, vrb, oov, arti
punya, vrb, oov, batu
punya, vrb, oov, bensin
punya, vrb, oov, bom
punya, vrb, oov, cat
punya, vrb, oov, cek
punya, vrb, oov, cermin
punya, vrb, oov, daging
punya, vrb, oov, dompet
punya, vrb, oov, gamelan
punya, vrb, oov, gelas
punya, vrb, oov, gunting
punya, vrb, oov, hewan
punya, vrb, oov, jam
punya, vrb, oov, jawab
punya, vrb, oov, jualan
punya, vrb, oov, kaca
punya, vrb, oov, kah
punya, vrb, oov, kain
punya, vrb, oov, kalendar
punya, vrb, oov, kayu
punya, vrb, oov, kentang
punya, vrb, oov, keranjang
punya, vrb, oov, kertas
punya, vrb, oov, komputer
punya, vrb, oov, kopi
punya, vrb, oov, kotak
punya, vrb, oov, kucing
punya, vrb, oov, kuda
punya, vrb, oov, kunci
punya, vrb, oov, kursi
punya, vrb, oov, lampu
punya, vrb, oov, mangga
punya, vrb, oov, masakan
punya, vrb, oov, meja
punya, vrb, oov, mobil
punya, vrb, oov, motor
punya, vrb, oov, nyewa
punya, vrb, oov, papan
punya, vrb, oov, pel
punya, vrb, oov, pensil
punya, vrb, oov, penumpang
punya, vrb, oov, pipa
punya, vrb, oov, pisau
punya, vrb, oov, pos
punya, vrb, oov, roti
punya, vrb, oov, sabun
punya, vrb, oov, sapu
punya, vrb, oov, sepeda
punya, vrb, oov, susu
punya, vrb, oov, taksi
punya, vrb, oov, tas
punya, vrb, oov, uang
sembunyi, vrb, oov, air
sembunyi, vrb, oov, anjing
sembunyi, vrb, oov, arti
sembunyi, vrb, oov, batu
sembunyi, vrb, oov, bensin
sembunyi, vrb, oov, bom
sembunyi, vrb, oov, cat
sembunyi, vrb, oov, cek
sembunyi, vrb, oov, cermin
sembunyi, vrb, oov, daging
sembunyi, vrb, oov, dompet
sembunyi, vrb, oov, gamelan
sembunyi, vrb, oov, gelas
sembunyi, vrb, oov, gunting
sembunyi, vrb, oov, hewan
sembunyi, vrb, oov, jam
sembunyi, vrb, oov, jawab
sembunyi, vrb, oov, jualan
sembunyi, vrb, oov, kaca
sembunyi, vrb, oov, kah
sembunyi, vrb, oov, kain
sembunyi, vrb, oov, kalendar
sembunyi, vrb, oov, kayu
sembunyi, vrb, oov, kentang
sembunyi, vrb, oov, keranjang
sembunyi, vrb, oov, kertas
sembunyi, vrb, oov, komputer
sembunyi, vrb, oov, kopi
sembunyi, vrb, oov, kotak
sembunyi, vrb, oov, kucing
sembunyi, vrb, oov, kuda
sembunyi, vrb, oov, kunci
sembunyi, vrb, oov, kursi
sembunyi, vrb, oov, lampu
sembunyi, vrb, oov, mangga
sembunyi, vrb, oov, masakan
sembunyi, vrb, oov, meja
sembunyi, vrb, oov, mobil
sembunyi, vrb, oov, motor
sembunyi, vrb, oov, nyewa
sembunyi, vrb, oov, papan
sembunyi, vrb, oov, pel
sembunyi, vrb, oov, pensil
sembunyi, vrb, oov, penumpang
sembunyi, vrb, oov, pipa
sembunyi, vrb, oov, pisau
sembunyi, vrb, oov, pos
sembunyi, vrb, oov, roti
sembunyi, vrb, oov, sabun
sembunyi, vrb, oov, sapu
sembunyi, vrb, oov, sepeda
sembunyi, vrb, oov, susu
sembunyi, vrb, oov, taksi
sembunyi, vrb, oov, tas
sembunyi, vrb, oov, uang
bersembunyi, vrb, oov, air
bersembunyi, vrb, oov, anjing
bersembunyi, vrb, oov, arti
bersembunyi, vrb, oov, batu
bersembunyi, vrb, oov, bensin
bersembunyi, vrb, oov, bom
bersembunyi, vrb, oov, cat
bersembunyi, vrb, oov, cek
bersembunyi, vrb, oov, cermin
bersembunyi, vrb, oov, daging
bersembunyi, vrb, oov, dompet
bersembunyi, vrb, oov, gamelan
bersembunyi, vrb, oov, gelas
bersembunyi, vrb, oov, gunting
bersembunyi, vrb, oov, hewan
bersembunyi, vrb, oov, jam
bersembunyi, vrb, oov, jawab
bersembunyi, vrb, oov, jualan
bersembunyi, vrb, oov, kaca
bersembunyi, vrb, oov, kah
bersembunyi, vrb, oov, kain
bersembunyi, vrb, oov, kalendar
bersembunyi, vrb, oov, kayu
bersembunyi, vrb, oov, kentang
bersembunyi, vrb, oov, keranjang
bersembunyi, vrb, oov, kertas
bersembunyi, vrb, oov, komputer
bersembunyi, vrb, oov, kopi
bersembunyi, vrb, oov, kotak
bersembunyi, vrb, oov, kucing
bersembunyi, vrb, oov, kuda
bersembunyi, vrb, oov, kunci
bersembunyi, vrb, oov, kursi
bersembunyi, vrb, oov, lampu
bersembunyi, vrb, oov, mangga
bersembunyi, vrb, oov, masakan
bersembunyi, vrb, oov, meja
bersembunyi, vrb, oov, mobil
bersembunyi, vrb, oov, motor
bersembunyi, vrb, oov, nyewa
bersembunyi, vrb, oov, papan
bersembunyi, vrb, oov, pel
bersembunyi, vrb, oov, pensil
bersembunyi, vrb, oov, penumpang
bersembunyi, vrb, oov, pipa
bersembunyi, vrb, oov, pisau
bersembunyi, vrb, oov, pos
bersembunyi, vrb, oov, roti
bersembunyi, vrb, oov, sabun
bersembunyi, vrb, oov, sapu
bersembunyi, vrb, oov, sepeda
bersembunyi, vrb, oov, susu
bersembunyi, vrb, oov, taksi
bersembunyi, vrb, oov, tas
bersembunyi, vrb, oov, uang
suka, vrb, oov, air
suka, vrb, oov, anjing
suka, vrb, oov, arti
suka, vrb, oov, batu
suka, vrb, oov, bensin
suka, vrb, oov, bom
suka, vrb, oov, cat
suka, vrb, oov, cek
suka, vrb, oov, cermin
suka, vrb, oov, daging
suka, vrb, oov, dompet
suka, vrb, oov, gamelan
suka, vrb, oov, gelas
suka, vrb, oov, gunting
suka, vrb, oov, hewan
suka, vrb, oov, jam
suka, vrb, oov, jawab
suka, vrb, oov, jualan
suka, vrb, oov, kaca
suka, vrb, oov, kah
suka, vrb, oov, kain
suka, vrb, oov, kalendar
suka, vrb, oov, kayu
suka, vrb, oov, kentang
suka, vrb, oov, keranjang
suka, vrb, oov, kertas
suka, vrb, oov, komputer
suka, vrb, oov, kopi
suka, vrb, oov, kotak
suka, vrb, oov, kucing
suka, vrb, oov, kuda
suka, vrb, oov, kunci
suka, vrb, oov, kursi
suka, vrb, oov, lampu
suka, vrb, oov, mangga
suka, vrb, oov, masakan
suka, vrb, oov, meja
suka, vrb, oov, mobil
suka, vrb, oov, motor
suka, vrb, oov, nyewa
suka, vrb, oov, papan
suka, vrb, oov, pel
suka, vrb, oov, pensil
suka, vrb, oov, penumpang
suka, vrb, oov, pipa
suka, vrb, oov, pisau
suka, vrb, oov, pos
suka, vrb, oov, roti
suka, vrb, oov, sabun
suka, vrb, oov, sapu
suka, vrb, oov, sepeda
suka, vrb, oov, susu
suka, vrb, oov, taksi
suka, vrb, oov, tas
suka, vrb, oov, uang
tahu, vrb, oov, jawab
tahu, vrb, oov, arti
tahu, vrb, oov, harap
tahu, vrb, oov, berharap
tahu, vrb, oov, kasih
tahu, vrb, oov, ketakutan
tahu, vrb, oov, harap
tahu, vrb, oov, murung
tahu, vrb, oov, cemas
tahu, vrb, oov, damai
mengetahuinya, vrb, oov, jawab
mengetahuinya, vrb, oov, arti
mengetahuinya, vrb, oov, harap
mengetahuinya, vrb, oov, berharap
mengetahuinya, vrb, oov, kasih
mengetahuinya, vrb, oov, ketakutan
mengetahuinya, vrb, oov, harap
mengetahuinya, vrb, oov, murung
mengetahuinya, vrb, oov, cemas
mengetahuinya, vrb, oov, damai
terima, vrb, oov, air
terima, vrb, oov, anjing
terima, vrb, oov, arti
terima, vrb, oov, batu
terima, vrb, oov, bensin
terima, vrb, oov, bom
terima, vrb, oov, cat
terima, vrb, oov, cek
terima, vrb, oov, cermin
terima, vrb, oov, daging
terima, vrb, oov, dompet
terima, vrb, oov, gamelan
terima, vrb, oov, gelas
terima, vrb, oov, gunting
terima, vrb, oov, hewan
terima, vrb, oov, jam
terima, vrb, oov, jawab
terima, vrb, oov, jualan
terima, vrb, oov, kaca
terima, vrb, oov, kah
terima, vrb, oov, kain
terima, vrb, oov, kalendar
terima, vrb, oov, kayu
terima, vrb, oov, kentang
terima, vrb, oov, keranjang
terima, vrb, oov, kertas
terima, vrb, oov, komputer
terima, vrb, oov, kopi
terima, vrb, oov, kotak
terima, vrb, oov, kucing
terima, vrb, oov, kuda
terima, vrb, oov, kunci
terima, vrb, oov, kursi
terima, vrb, oov, lampu
terima, vrb, oov, mangga
terima, vrb, oov, masakan
terima, vrb, oov, meja
terima, vrb, oov, mobil
terima, vrb, oov, motor
terima, vrb, oov, nyewa
terima, vrb, oov, papan
terima, vrb, oov, pel
terima, vrb, oov, pensil
terima, vrb, oov, penumpang
terima, vrb, oov, pipa
terima, vrb, oov, pisau
terima, vrb, oov, pos
terima, vrb, oov, roti
terima, vrb, oov, sabun
terima, vrb, oov, sapu
terima, vrb, oov, sepeda
terima, vrb, oov, susu
terima, vrb, oov, taksi
terima, vrb, oov, tas
terima, vrb, oov, uang
tulis, vrb, oov, buku
tulis, vrb, oov, kata
tulis, vrb, oov, surat
menulis, vrb, oov, buku
menulis, vrb, oov, kata
menulis, vrb, oov, surat
match eof on line 310
4650 records inserted from match
5410 records inserted total
